Date,Open,High,Low,Close,Adj Close,Volume,Pos,Neg
2019-01-02,38.7225,39.712502,38.557499,39.48,38.505024,148158800,0.5462184873949579,0.453781512605042
2019-01-03,35.994999,36.43,35.5,35.547501000000004,34.66964,365248800,0.563915857605178,0.436084142394822
2019-01-04,36.1325,37.137501,35.950001,37.064999,36.149662,234428400,0.5706576728499156,0.4293423271500843
2019-01-07,37.174999,37.2075,36.474998,36.982498,36.069202000000004,219111200,0.5945945945945946,0.40540540540540543
2019-01-08,37.389998999999996,37.955002,37.130001,37.6875,36.756794,164101200,0.591705069124424,0.40829493087557606
2019-01-09,37.822497999999996,38.6325,37.407501,38.327498999999996,37.380984999999995,180396400,0.57,0.43
2019-01-10,38.125,38.4925,37.715,38.450001,37.500465000000005,143122800,0.6514851485148515,0.3485148514851485
2019-01-11,38.220001,38.424999,37.877499,38.072497999999996,37.132290000000005,108092800,0.5565509518477044,0.44344904815229563
2019-01-14,37.712502,37.817501,37.305,37.5,36.573921,129756800,0.654945054945055,0.34505494505494505
2019-01-15,37.567501,38.3475,37.512501,38.267502,37.322472,114843600,0.6025316455696202,0.39746835443037976
2019-01-16,38.27,38.970001,38.25,38.735001000000004,37.778423,122278800,0.610062893081761,0.389937106918239
2019-01-17,38.549999,39.415001000000004,38.314999,38.965,38.002739,119284800,0.6568986568986569,0.3431013431013431
2019-01-18,39.375,39.470001,38.994999,39.205002,38.236813,135004000,0.6445182724252492,0.3554817275747508
2019-01-22,39.102501000000004,39.182499,38.154999,38.325001,37.378555,121576000,0.6003184713375797,0.3996815286624204
2019-01-23,38.537498,38.785,37.924999,38.48,37.529724,92522400,0.5799031476997578,0.42009685230024213
2019-01-24,38.5275,38.619999,37.935001,38.174999,37.232254,101766000,0.6009732360097324,0.39902676399026765
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.466007,134142000,0.6066350710900474,0.3933649289099526
2019-01-28,38.947497999999996,39.0825,38.415001000000004,39.075001,38.110027,104768400,0.6091794158553546,0.3908205841446453
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.715031,166348800,0.5326409495548962,0.46735905044510384
2019-01-30,40.8125,41.537498,40.057499,41.3125,40.292266999999995,244439200,0.533961650958726,0.46603834904127395
2019-01-31,41.5275,42.25,41.139998999999996,41.610001000000004,40.582428,162958400,0.5841363973313566,0.4158636026686434
2019-02-01,41.740002000000004,42.244999,41.482498,41.630001,40.601936,130672400,0.6310160427807486,0.3689839572192513
2019-02-04,41.852501000000004,42.915001000000004,41.82,42.8125,41.755226,125982000,0.6272727272727273,0.37272727272727274
2019-02-05,43.215,43.77,43.087502,43.544998,42.469643,144406400,0.6358208955223881,0.3641791044776119
2019-02-06,43.662498,43.892502,43.212502,43.560001,42.484268,112958400,0.6179196704428425,0.3820803295571576
2019-02-07,43.099998,43.485001000000004,42.584998999999996,42.735001000000004,41.679646000000005,126966800,0.6291309669522643,0.3708690330477356
2019-02-08,42.247501,42.665001000000004,42.105,42.602501000000004,41.728615000000005,95280000,0.6606451612903226,0.3393548387096774
2019-02-11,42.762501,42.802502000000004,42.3125,42.357498,41.488640000000004,83973600,0.6486486486486487,0.35135135135135137
2019-02-12,42.525002,42.75,42.424999,42.7225,41.846160999999995,89134000,0.6057441253263708,0.39425587467362927
2019-02-13,42.8475,43.119999,42.48,42.544998,41.672295,89960800,0.6363636363636364,0.36363636363636365
2019-02-14,42.427502000000004,42.814999,42.345001,42.700001,41.82412,87342800,0.6022443890274314,0.39775561097256856
2019-02-15,42.8125,42.924999,42.4375,42.605,41.73106,98507200,0.6524908869987849,0.34750911300121506
2019-02-19,42.427502000000004,42.860001000000004,42.372501,42.732498,41.855953,75891200,0.6209523809523809,0.379047619047619
2019-02-20,42.797501000000004,43.330002,42.747501,43.0075,42.125313,104457600,0.6180371352785146,0.3819628647214854
2019-02-21,42.950001,43.092499,42.575001,42.764998999999996,41.887783,68998800,0.5788849347568209,0.4211150652431791
2019-02-22,42.895,43.25,42.845001,43.2425,42.355495,75652800,0.6443768996960486,0.3556231003039514
2019-02-25,43.540001000000004,43.967499,43.487499,43.557499,42.664028,87493600,0.7100591715976331,0.28994082840236685
2019-02-26,43.427502000000004,43.825001,43.2925,43.5825,42.688511,68280800,0.7110862262038073,0.2889137737961926
2019-02-27,43.302502000000004,43.75,43.182499,43.717499,42.820747,111341600,0.7040229885057471,0.2959770114942529
2019-02-28,43.580002,43.727501000000004,43.23,43.287498,42.399570000000004,112861600,0.6798516687268232,0.32014833127317677
2019-03-01,43.57,43.787498,43.2225,43.7425,42.845234000000005,103544800,0.690631808278867,0.3093681917211329
2019-03-04,43.922501000000004,44.4375,43.4925,43.962502,43.060719,109744800,0.6790540540540541,0.32094594594594594
2019-03-05,43.985001000000004,44.0,43.634997999999996,43.8825,42.982357,78949600,0.6425855513307985,0.3574144486692015
2019-03-06,43.6675,43.872501,43.485001000000004,43.630001,42.735043,83241600,0.6713375796178344,0.3286624203821656
2019-03-07,43.467499,43.610001000000004,43.005001,43.125,42.240398,99185600,0.6817073170731708,0.3182926829268293
2019-03-08,42.580002,43.267502,42.375,43.227501000000004,42.340796999999995,95997600,0.6926406926406926,0.30735930735930733
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.807579,128044000,0.6744525547445256,0.32554744525547447
2019-03-12,45.0,45.6675,44.842499,45.227501000000004,44.299774,129870400,0.6457142857142857,0.35428571428571426
2019-03-13,45.5625,45.825001,45.23,45.427502000000004,44.495667,124130000,0.6673511293634496,0.3326488706365503
2019-03-14,45.974998,46.025002,45.639998999999996,45.932499,44.990303000000004,94318000,0.6467124631992149,0.35328753680078506
2019-03-15,46.212502,46.8325,45.935001,46.529999,45.57555,156171600,0.6245136186770428,0.3754863813229572
2019-03-18,46.450001,47.0975,46.447497999999996,47.005001,46.040817,104879200,0.6693163751987281,0.33068362480127184
2019-03-19,47.087502,47.247501,46.48,46.6325,45.675953,126585600,0.6788888888888889,0.3211111111111111
2019-03-20,46.557499,47.372501,46.182499,47.040001000000004,46.075096,124140800,0.6617250673854448,0.33827493261455527
2019-03-21,47.505001,49.0825,47.452498999999996,48.772498999999996,47.772057000000004,204136800,0.6618705035971223,0.3381294964028777
2019-03-22,48.834998999999996,49.422501000000004,47.695,47.762501,46.782771999999994,169630800,0.6231884057971014,0.37681159420289856
2019-03-25,47.877499,47.994999,46.650002,47.185001,46.217113,175381200,0.6283185840707964,0.37168141592920356
2019-03-26,47.915001000000004,48.220001,46.145,46.697497999999996,45.73962,199202000,0.6067193675889329,0.3932806324110672
2019-03-27,47.1875,47.439999,46.637501,47.1175,46.151005,119393600,0.6387665198237885,0.36123348017621143
2019-03-28,47.237499,47.389998999999996,46.8825,47.18,46.212219,83121600,0.6017156862745098,0.39828431372549017
2019-03-29,47.4575,47.52,47.134997999999996,47.487499,46.513416,94256000,0.6603535353535354,0.33964646464646464
2019-04-01,47.91,47.919998,47.095001,47.810001,46.829304,111448000,0.6248108925869894,0.3751891074130106
2019-04-02,47.772498999999996,48.615002000000004,47.762501,48.505001,47.510036,91062800,0.59526938239159,0.40473061760841
2019-04-03,48.3125,49.125,48.287498,48.837502,47.835732,93087200,0.6579247434435576,0.34207525655644244
2019-04-04,48.697497999999996,49.092499,48.285,48.922501000000004,47.918972,76457200,0.6568742655699178,0.34312573443008226
2019-04-05,49.112499,49.275002,48.982498,49.25,48.239758,74106400,0.6255707762557078,0.3744292237442922
2019-04-08,49.105,50.057499,49.084998999999996,50.025002,48.998871,103526800,0.6409836065573771,0.3590163934426229
2019-04-09,50.080002,50.712502,49.807499,49.875,48.85194,143072800,0.6217430368373764,0.3782569631626235
2019-04-10,49.669998,50.185001,49.544998,50.154999,49.126194,86781200,0.6020992366412213,0.3979007633587786
2019-04-11,50.212502,50.25,49.610001000000004,49.737499,48.717262,83603200,0.6577946768060836,0.34220532319391633
2019-04-12,49.799999,50.035,49.052502000000004,49.717499,48.697666,111042800,0.6779026217228464,0.32209737827715357
2019-04-15,49.645,49.962502,49.502499,49.807499,48.78582,70146400,0.6660746003552398,0.3339253996447602
2019-04-16,49.865002000000004,50.342499,49.639998999999996,49.8125,48.790721999999995,102785600,0.6541176470588236,0.3458823529411765
2019-04-17,49.884997999999996,50.845001,49.6525,50.782501,49.740826,115627200,0.5856727976766699,0.4143272023233301
2019-04-18,50.779999,51.037498,50.630001,50.965,49.919585999999995,96783200,0.6408243375858685,0.3591756624141315
2019-04-22,50.7075,51.235001000000004,50.584998999999996,51.1325,50.083645000000004,77758000,0.6659959758551308,0.33400402414486924
2019-04-23,51.107498,51.9375,50.974998,51.869999,50.806026,93292000,0.6437823834196891,0.35621761658031087
2019-04-24,51.84,52.119999,51.762501,51.790001000000004,50.727665,70162400,0.6237513873473918,0.3762486126526082
2019-04-25,51.7075,51.939999,51.279999,51.32,50.2673,74172800,0.6421768707482993,0.3578231292517007
2019-04-26,51.224998,51.25,50.529999,51.075001,50.027325,74596400,0.6553755522827688,0.3446244477172312
2019-04-29,51.099998,51.4925,50.965,51.1525,50.103237,88818800,0.6122004357298475,0.3877995642701525
2019-04-30,50.764998999999996,50.849998,49.7775,50.1675,49.138439,186139600,0.5675944333996024,0.43240556660039764
2019-05-01,52.470001,53.827498999999996,52.307499,52.630001,51.550426,259309200,0.555306187880731,0.444693812119269
2019-05-02,52.459998999999996,53.162498,52.032501,52.287498,51.214951,127985200,0.589960886571056,0.41003911342894395
2019-05-03,52.7225,52.959998999999996,52.557499,52.9375,51.851620000000004,83569600,0.6652030735455543,0.33479692645444564
2019-05-06,51.072497999999996,52.209998999999996,50.875,52.119999,51.050892,129772400,0.669220945083014,0.33077905491698595
2019-05-07,51.470001,51.855,50.2075,50.715,49.674709,155054800,0.6802197802197802,0.31978021978021975
2019-05-08,50.474998,51.334998999999996,50.4375,50.724998,49.684498,105358000,0.6477045908183633,0.3522954091816367
2019-05-09,50.099998,50.419998,49.165001000000004,50.18,49.150684000000005,139634400,0.6677966101694915,0.33220338983050846
2019-05-10,49.355,49.712502,48.192501,49.294998,48.469784000000004,164834800,0.656688493919551,0.343311506080449
2019-05-13,46.927502000000004,47.369999,45.712502,46.43,45.65274,229722400,0.6237980769230769,0.3762019230769231
2019-05-14,46.602501000000004,47.424999,46.352501000000004,47.165001000000004,46.375434999999996,146118800,0.6469265367316341,0.3530734632683658
2019-05-15,46.567501,47.9375,46.505001,47.73,46.930973,106178800,0.66,0.34
2019-05-16,47.477501000000004,48.1175,47.209998999999996,47.52,46.724491,132125600,0.6735966735966736,0.3264033264033264
2019-05-17,46.732498,47.724998,46.689999,47.25,46.459011,131516400,0.6547884187082406,0.34521158129175944
2019-05-20,45.880001,46.087502,45.07,45.772498999999996,45.006248,154449200,0.6425339366515838,0.3574660633484163
