Date,Open,High,Low,Close,Adj Close,Volume,Pos,Neg
2019-01-02,61.220001,63.026001,59.759997999999996,62.023998,62.023998,58293000,0.5101721439749609,0.48982785602503914
2019-01-03,61.400002,61.880001,59.476002,60.071999,60.071999,34826000,0.4861021331609567,0.5138978668390433
2019-01-04,61.200001,63.599998,60.546001000000004,63.537997999999995,63.537997999999995,36970500,0.4995278564683664,0.5004721435316336
2019-01-07,64.344002,67.348,63.549999,66.991997,66.991997,37756000,0.44655344655344653,0.5534465534465535
2019-01-08,68.391998,68.802002,65.403999,67.07,67.07,35042500,0.47841409691629955,0.5215859030837005
2019-01-09,67.099998,68.699997,66.293999,67.706001,67.706001,27164500,0.45673603504928806,0.5432639649507119
2019-01-10,66.879997,69.07800300000001,66.358002,68.994003,68.994003,30282000,0.48217821782178216,0.5178217821782178
2019-01-11,68.417999,69.681999,67.753998,69.452003,69.452003,25195500,0.45423340961098396,0.545766590389016
2019-01-14,68.475998,68.5,66.800003,66.879997,66.879997,26236500,0.4688995215311005,0.5311004784688995
2019-01-15,67.0,69.760002,66.900002,68.886002,68.886002,30283000,0.5125748502994012,0.4874251497005988
2019-01-16,68.956001,70.400002,68.699997,69.209999,69.209999,23458500,0.5113378684807256,0.4886621315192744
2019-01-17,69.241997,70.300003,68.83000200000001,69.461998,69.461998,18383500,0.44148319814600234,0.5585168018539977
2019-01-18,64.599998,65.42600300000001,59.945999,60.452,60.452,120754000,0.4347568208778173,0.5652431791221827
2019-01-22,60.964001,61.599998,59.099998,59.784,59.784,60333500,0.46261682242990654,0.5373831775700935
2019-01-23,58.5,58.900002,56.338001,57.518002,57.518002,62650000,0.4660670482420278,0.5339329517579722
2019-01-24,56.605999,58.736,55.855999,58.301998,58.301998,40061000,0.4514646754738656,0.5485353245261344
2019-01-25,58.877998,59.703998999999996,57.91,59.408001,59.408001,36248000,0.5080440304826418,0.49195596951735815
2019-01-28,58.582001,59.492001,57.549999,59.276001,59.276001,32116500,0.5106117353308365,0.4893882646691635
2019-01-29,59.054001,59.712002000000005,58.360001000000004,59.492001,59.492001,23108500,0.46954510408635314,0.5304548959136469
2019-01-30,60.09,61.799999,59.698002,61.754002,61.754002,56251500,0.45125786163522014,0.5487421383647799
2019-01-31,60.200001,62.312,58.799999,61.403999,61.403999,62846000,0.4445392491467577,0.5554607508532423
2019-02-01,61.084,63.220001,60.700001,62.442001,62.442001,36417000,0.48140900195694714,0.5185909980430529
2019-02-04,62.596001,63.060001,60.375999,62.577999,62.577999,36760500,0.5062571103526735,0.4937428896473265
2019-02-05,62.498001,64.487999,62.450001,64.269997,64.269997,33714000,0.5255102040816326,0.4744897959183674
2019-02-06,63.917999,64.848,63.124001,63.444,63.444,25192500,0.463871543264942,0.5361284567350579
2019-02-07,62.66,62.939999,60.599998,61.501999,61.501999,32603000,0.5054112554112554,0.4945887445887446
2019-02-08,61.366001000000004,61.490002000000004,59.700001,61.16,61.16,29221000,0.44965104685942175,0.5503489531405783
2019-02-11,62.32,63.720001,62.099998,62.568001,62.568001,35648500,0.4465909090909091,0.553409090909091
2019-02-12,63.240002000000004,63.638,61.924,62.362,62.362,27588000,0.4670103092783505,0.5329896907216495
2019-02-13,62.470001,62.549999,61.113997999999995,61.633998999999996,61.633998999999996,25708000,0.4651600753295669,0.5348399246704332
2019-02-14,60.675999,61.354,60.200001,60.754002,60.754002,26004000,0.439143135345667,0.560856864654333
2019-02-15,60.900002,61.599998,60.779999,61.576,61.576,19524500,0.4578884934756821,0.5421115065243179
2019-02-19,61.312,62.307999,61.094002,61.127998,61.127998,20842000,0.48957055214723927,0.5104294478527608
2019-02-20,60.882,61.259997999999996,59.799999,60.512001,60.512001,35710500,0.42698826597131684,0.5730117340286832
2019-02-21,60.362,60.647999,58.099998,58.245998,58.245998,44546000,0.4686311787072243,0.5313688212927756
2019-02-22,58.897999,59.299999,58.419998,58.942001,58.942001,28703000,0.4380165289256198,0.5619834710743802
2019-02-25,59.582001,60.580002,59.400002,59.754002,59.754002,33132500,0.527536231884058,0.47246376811594204
2019-02-26,58.444,60.402,57.754002,59.571999,59.571999,42912500,0.4499259990133202,0.5500740009866798
2019-02-27,60.355999,63.259997999999996,60.110001000000004,62.948002,62.948002,55919500,0.43894802755165935,0.5610519724483406
2019-02-28,63.784,64.0,62.161999,63.976002,63.976002,52603500,0.42976266837716487,0.5702373316228352
2019-03-01,61.388,61.425999,58.380001,58.958,58.958,114557000,0.4274013402829486,0.5725986597170514
2019-03-04,59.624001,59.799999,56.556,57.071999,57.071999,85484000,0.4744186046511628,0.5255813953488372
2019-03-05,56.400002,56.799999,54.02,55.307999,55.307999,93823500,0.43431001890359167,0.5656899810964083
2019-03-06,55.296001000000004,56.301998,54.877998,55.248001,55.248001,51677500,0.41424418604651164,0.5857558139534884
2019-03-07,55.768002,56.939999,54.849998,55.318001,55.318001,47212500,0.45816993464052286,0.5418300653594771
2019-03-08,55.382,57.118,55.178001,56.827999,56.827999,44098000,0.47162673392181587,0.5283732660781841
2019-03-11,56.703998999999996,58.256001,56.099998,58.183997999999995,58.183997999999995,36961500,0.46475600309837334,0.5352439969016266
2019-03-12,57.298,57.613997999999995,56.212002000000005,56.672001,56.672001,37520500,0.473972602739726,0.5260273972602739
2019-03-13,56.779999,58.397999,56.540001000000004,57.792,57.792,34223500,0.4449116904962153,0.5550883095037847
2019-03-14,58.490002000000004,59.077999,57.658001,57.992001,57.992001,35517000,0.45316070068545317,0.5468392993145469
2019-03-15,56.702,56.743999,54.880001,55.085999,55.085999,73927500,0.4714814814814815,0.5285185185185185
2019-03-18,55.200001,55.610001000000004,53.459998999999996,53.897999,53.897999,51405000,0.5005359056806002,0.4994640943193998
2019-03-19,53.5,54.66,52.692001,53.493999,53.493999,59003000,0.4376657824933687,0.5623342175066313
2019-03-20,53.938,54.993999,53.259997999999996,54.720001,54.720001,34541000,0.4563335955940205,0.5436664044059796
2019-03-21,54.52,55.290001000000004,53.689999,54.804001,54.804001,29735500,0.4823529411764706,0.5176470588235295
2019-03-22,54.515999,54.560001,52.799999,52.905998,52.905998,43728000,0.46023926812104154,0.5397607318789585
2019-03-25,51.942001,52.636002000000005,50.891998,52.084,52.084,51075000,0.4944,0.5056
2019-03-26,52.888,54.051998,52.886002000000005,53.554001,53.554001,36754500,0.4835841313269494,0.5164158686730507
2019-03-27,53.75,55.074001,53.636002000000005,54.966,54.966,43896000,0.4418416801292407,0.5581583198707593
2019-03-28,55.431999,56.066002000000005,55.02,55.723999,55.723999,33870500,0.4468390804597701,0.5531609195402298
2019-03-29,55.740002000000004,56.032001,54.900002,55.972,55.972,29956500,0.4846225535880708,0.5153774464119292
2019-04-01,56.523998,57.84,56.256001,57.835999,57.835999,40552000,0.48194014447884415,0.5180598555211559
2019-04-02,57.66,57.888,56.776001,57.175999,57.175999,27394500,0.45825049701789267,0.5417495029821073
2019-04-03,57.464001,59.234001,57.433997999999995,58.362,58.362,39597000,0.4498525073746313,0.5501474926253688
2019-04-04,52.377998,54.240002000000004,52.118,53.556,53.556,118603500,0.4615859302684357,0.5384140697315644
2019-04-05,53.972,55.220001,53.222,54.992001,54.992001,65191500,0.456900401965163,0.543099598034837
2019-04-08,55.537997999999995,56.231998,54.088001,54.639998999999996,54.639998999999996,52052000,0.48366013071895425,0.5163398692810458
2019-04-09,54.330002,55.0,53.922001,54.462002000000005,54.462002000000005,29520000,0.46147607461476076,0.5385239253852393
2019-04-10,55.348,55.675999,54.577999,55.212002000000005,55.212002000000005,35306500,0.5113636363636364,0.48863636363636365
